temps (ms);temps;ACTU;MILIEU;MILIEU;LASER;LASERR
318.05;318.35;35.71;32.91;33.06;31.92;31.82
318.2;318.5;35.71;32.91;33.06;31.92;31.82
318.35;318.65;35.71;32.82;32.97;31.92;31.82
318.5;318.8;35.61;32.91;33.06;31.92;31.82
318.65;318.95;35.71;32.91;33.06;31.92;31.82
318.8;319.1;35.71;32.91;33.06;31.92;31.82
318.95;319.25;35.71;32.91;33.06;31.92;31.82
319.1;319.4;35.71;32.91;33.06;31.92;31.82
319.25;319.55;35.71;32.91;33.06;31.92;31.82
319.4;319.7;35.71;32.91;33.06;31.92;31.82
319.55;319.85;35.71;32.91;33.06;32.02;31.92
319.7;320;35.71;32.91;33.06;31.92;31.82
319.85;320.15;35.71;32.91;33.06;32.02;31.92
320;320.3;35.71;32.91;33.06;31.92;31.82
320.15;320.45;35.71;32.91;33.06;31.92;31.82
320.3;320.6;35.71;32.91;33.06;31.92;31.82
320.45;320.75;35.71;32.91;33.06;31.92;31.82
320.6;320.9;35.71;32.91;33.06;31.92;31.82
320.75;321.05;35.71;32.91;33.06;31.92;31.82
320.9;321.2;35.71;32.91;33.06;31.92;31.82
321.05;321.35;35.71;32.91;33.06;31.92;31.82
321.2;321.5;35.71;32.91;33.06;32.02;31.92
321.35;321.65;35.81;32.91;33.06;32.02;31.92
321.5;321.8;35.71;32.91;33.06;32.02;31.92
321.65;321.95;35.71;32.91;33.06;32.02;31.92
321.8;322.1;35.71;32.91;33.06;31.92;31.82
321.95;322.25;35.71;32.91;33.06;31.92;31.82
322.1;322.4;35.71;32.91;33.06;31.92;31.82
322.25;322.55;35.71;32.91;33.06;31.92;31.82
322.4;322.7;35.71;32.91;33.06;31.92;31.82
322.55;322.85;35.71;32.91;33.06;31.92;31.82
322.7;323;35.71;32.91;33.06;32.02;31.92
322.85;323.15;35.71;32.91;33.06;31.92;31.82
323;323.3;35.71;32.91;33.06;31.92;31.82
323.15;323.45;35.71;32.91;33.06;31.92;31.82
323.3;323.6;35.71;32.91;33.06;31.92;31.82
323.45;323.75;35.71;32.91;33.06;31.92;31.82
323.6;323.9;35.71;32.91;33.06;32.02;31.92
323.75;324.05;35.71;32.91;33.06;31.92;31.82
323.9;324.2;35.71;32.91;33.06;31.92;31.82
324.05;324.35;35.71;32.91;33.06;32.02;31.92
324.2;324.5;35.71;32.91;33.06;32.02;31.92
324.35;324.65;35.61;32.91;33.06;32.02;31.92
324.5;324.8;35.71;32.91;33.06;31.92;31.82
324.65;324.95;35.71;32.91;33.06;31.92;31.82
324.8;325.1;35.71;32.91;33.06;32.02;31.92
324.95;325.25;35.71;32.91;33.06;32.02;31.92
325.1;325.4;35.71;32.91;33.06;32.02;31.92
325.25;325.55;35.71;32.91;33.06;31.92;31.82
325.4;325.7;35.71;32.91;33.06;31.92;31.82
325.55;325.85;35.71;32.91;33.06;32.02;31.92
325.7;326;35.71;32.91;33.06;32.02;31.92
325.85;326.15;35.71;32.91;33.06;32.02;31.92
326;326.3;35.71;32.91;33.06;32.02;31.92
326.15;326.45;35.71;32.91;33.06;32.02;31.92
326.3;326.6;35.71;32.91;33.06;31.92;31.82
326.45;326.75;35.71;32.91;33.06;32.02;31.92
326.59;326.89;35.71;32.91;33.06;32.02;31.92
326.75;327.05;35.71;32.91;33.06;32.02;31.92
326.9;327.2;35.71;32.91;33.06;32.02;31.92
327.05;327.35;35.71;32.91;33.06;32.02;31.92
327.2;327.5;35.71;32.91;33.06;31.92;31.82
327.34;327.64;35.71;32.91;33.06;31.92;31.82
327.5;327.8;35.71;32.91;33.06;31.92;31.82
327.65;327.95;35.71;32.91;33.06;31.92;31.82
327.8;328.1;35.71;32.91;33.06;31.92;31.82
327.95;328.25;35.71;32.91;33.06;31.92;31.82
328.09;328.39;35.71;32.91;33.06;31.92;31.82
328.25;328.55;35.71;32.91;33.06;31.92;31.82
328.39;328.69;35.71;32.91;33.06;31.92;31.82
328.55;328.85;35.71;32.91;33.06;31.92;31.82
328.69;328.99;35.71;32.91;33.06;31.92;31.82
328.84;329.14;35.81;32.91;33.06;31.92;31.82
328.99;329.29;35.71;32.91;33.06;31.92;31.82
329.15;329.45;35.71;32.91;33.06;31.92;31.82
329.29;329.59;35.71;32.91;33.06;31.92;31.82
329.44;329.74;35.71;32.91;33.06;31.92;31.82
329.59;329.89;35.71;32.91;33.06;32.02;31.92
329.74;330.04;35.71;32.91;33.06;32.02;31.92
329.89;330.19;35.71;32.91;33.06;32.02;31.92
330.04;330.34;35.71;32.91;33.06;32.02;31.92
330.19;330.49;35.71;32.91;33.06;32.02;31.92
330.34;330.64;35.71;33.01;33.16;32.02;31.92
330.49;330.79;35.71;32.91;33.06;32.02;31.92
330.64;330.94;35.71;33.01;33.16;32.02;31.92
330.79;331.09;35.71;32.91;33.06;32.02;31.92
330.94;331.24;35.71;33.01;33.16;31.92;31.82
331.09;331.39;35.71;33.01;33.16;31.92;31.82
331.24;331.54;35.71;32.91;33.06;31.92;31.82
331.39;331.69;35.71;33.01;33.16;32.02;31.92
331.54;331.84;35.71;33.01;33.16;31.92;31.82
331.69;331.99;35.61;32.91;33.06;32.02;31.92
331.84;332.14;35.71;32.91;33.06;31.92;31.82
331.99;332.29;35.71;32.91;33.06;32.02;31.92
332.14;332.44;35.71;32.91;33.06;32.02;31.92
332.29;332.59;35.71;33.01;33.16;32.02;31.92
332.44;332.74;35.61;32.91;33.06;32.02;31.92
332.59;332.89;35.71;33.01;33.16;32.02;31.92
332.74;333.04;35.71;33.01;33.16;32.02;31.92
332.89;333.19;35.71;33.01;33.16;32.02;31.92
333.04;333.34;35.61;33.01;33.16;31.92;31.82
333.19;333.49;35.71;33.01;33.16;32.02;31.92
333.34;333.64;35.71;33.01;33.16;32.02;31.92
333.49;333.79;35.71;32.91;33.06;32.02;31.92
333.64;333.94;35.71;33.01;33.16;32.02;31.92
333.79;334.09;35.71;33.01;33.16;32.02;31.92
333.94;334.24;35.71;33.01;33.16;32.02;31.92
334.09;334.39;35.71;32.91;33.06;32.02;31.92
334.24;334.54;35.71;33.01;33.16;32.02;31.92
334.39;334.69;35.71;33.01;33.16;32.11;32.01
334.54;334.84;35.71;33.01;33.16;32.02;31.92
334.69;334.99;35.71;33.01;33.16;32.02;31.92
334.84;335.14;35.71;33.01;33.16;32.02;31.92
334.99;335.29;35.71;33.01;33.16;32.02;31.92
335.14;335.44;35.71;33.01;33.16;32.02;31.92
335.29;335.59;35.71;33.01;33.16;32.02;31.92
335.44;335.74;35.71;33.01;33.16;32.11;32.01
335.59;335.89;35.71;33.01;33.16;32.11;32.01
335.74;336.04;35.71;33.01;33.16;32.02;31.92
335.89;336.19;35.71;33.01;33.16;32.11;32.01
336.04;336.34;35.71;33.01;33.16;32.11;32.01
336.19;336.49;35.71;33.01;33.16;32.11;32.01
336.34;336.64;35.71;33.01;33.16;32.02;31.92
336.49;336.79;35.71;33.01;33.16;32.02;31.92
336.64;336.94;35.81;33.01;33.16;32.02;31.92
336.79;337.09;35.71;33.01;33.16;32.02;31.92
336.94;337.24;35.71;33.01;33.16;32.02;31.92
337.09;337.39;35.71;33.01;33.16;32.11;32.01
337.24;337.54;35.81;33.01;33.16;32.02;31.92
337.39;337.69;35.71;33.01;33.16;32.02;31.92
337.54;337.84;35.81;33.01;33.16;32.11;32.01
337.69;337.99;35.71;33.01;33.16;32.11;32.01
337.84;338.14;35.81;33.01;33.16;32.11;32.01
337.99;338.29;35.71;33.01;33.16;32.02;31.92
338.14;338.44;35.81;33.01;33.16;32.11;32.01
338.29;338.59;35.81;33.11;33.26;32.02;31.92
338.44;338.74;35.81;33.11;33.26;32.02;31.92
338.59;338.89;35.81;33.01;33.16;32.02;31.92
338.74;339.04;35.71;33.01;33.16;32.02;31.92
338.89;339.19;35.81;33.11;33.26;32.11;32.01
339.04;339.34;35.81;33.11;33.26;32.11;32.01
339.19;339.49;35.81;33.11;33.26;32.11;32.01
339.34;339.64;35.81;33.11;33.26;32.11;32.01
339.49;339.79;35.81;33.01;33.16;32.02;31.92
339.64;339.94;35.81;33.11;33.26;32.02;31.92
339.79;340.09;35.81;33.11;33.26;32.11;32.01
339.94;340.24;35.81;33.11;33.26;32.11;32.01
340.09;340.39;35.81;33.11;33.26;32.11;32.01
340.24;340.54;35.81;33.11;33.26;32.02;31.92
340.39;340.69;35.81;33.11;33.26;32.11;32.01
340.54;340.84;35.81;33.11;33.26;32.02;31.92
340.69;340.99;35.81;33.01;33.16;32.11;32.01
340.84;341.14;35.81;33.11;33.26;32.11;32.01
340.99;341.29;35.81;33.11;33.26;32.11;32.01
341.14;341.44;35.81;33.11;33.26;32.02;31.92
341.29;341.59;35.81;33.01;33.16;32.11;32.01
341.44;341.74;35.81;33.11;33.26;32.11;32.01
341.59;341.89;35.81;33.11;33.26;32.11;32.01
341.74;342.04;35.81;33.11;33.26;32.11;32.01
341.89;342.19;35.81;33.11;33.26;32.11;32.01
342.04;342.34;35.81;33.11;33.26;32.11;32.01
342.19;342.49;35.81;33.11;33.26;32.11;32.01
342.34;342.64;35.81;33.01;33.16;32.11;32.01
342.49;342.79;35.81;33.01;33.16;32.11;32.01
342.64;342.94;35.81;33.11;33.26;32.11;32.01
342.79;343.09;35.81;33.11;33.26;32.11;32.01
342.94;343.24;35.81;33.11;33.26;32.11;32.01
343.09;343.39;35.81;33.11;33.26;32.11;32.01
343.24;343.54;35.81;33.11;33.26;32.11;32.01
343.39;343.69;35.81;33.01;33.16;32.11;32.01
343.54;343.84;35.81;33.11;33.26;32.11;32.01
343.69;343.99;35.81;33.11;33.26;32.11;32.01
343.84;344.14;35.81;33.11;33.26;32.11;32.01
343.99;344.29;35.81;33.11;33.26;32.11;32.01
344.14;344.44;35.81;33.11;33.26;32.11;32.01
344.29;344.59;35.81;33.11;33.26;32.11;32.01
344.44;344.74;35.81;33.11;33.26;32.11;32.01
344.59;344.89;35.81;33.11;33.26;32.21;32.11
344.74;345.04;35.81;33.11;33.26;32.11;32.01
344.89;345.19;35.81;33.11;33.26;32.11;32.01
345.04;345.34;35.81;33.11;33.26;32.11;32.01
345.19;345.49;35.91;33.11;33.26;32.11;32.01
345.34;345.64;35.91;33.11;33.26;32.21;32.11
345.49;345.79;35.91;33.2;33.35;32.11;32.01
345.64;345.94;35.81;33.11;33.26;32.11;32.01
345.79;346.09;35.91;33.11;33.26;32.11;32.01
345.94;346.24;35.91;33.11;33.26;32.11;32.01
346.09;346.39;35.91;33.11;33.26;32.11;32.01
346.24;346.54;35.81;33.11;33.26;32.11;32.01
346.39;346.69;35.91;33.2;33.35;32.11;32.01
346.54;346.84;35.91;33.11;33.26;32.21;32.11
346.69;346.99;35.91;33.11;33.26;32.21;32.11
346.84;347.14;35.91;33.11;33.26;32.11;32.01
346.99;347.29;35.91;33.11;33.26;32.11;32.01
347.14;347.44;35.91;33.11;33.26;32.11;32.01
347.29;347.59;35.91;33.11;33.26;32.21;32.11
347.44;347.74;35.91;33.11;33.26;32.11;32.01
347.59;347.89;35.91;33.11;33.26;32.21;32.11
347.74;348.04;35.91;33.2;33.35;32.11;32.01
347.89;348.19;36.01;33.11;33.26;32.11;32.01
348.04;348.34;35.91;33.11;33.26;32.11;32.01
348.19;348.49;35.91;33.2;33.35;32.11;32.01
348.34;348.64;35.91;33.2;33.35;32.11;32.01
348.49;348.79;35.91;33.2;33.35;32.11;32.01
348.64;348.94;35.91;33.11;33.26;32.11;32.01
348.79;349.09;35.91;33.11;33.26;32.11;32.01
348.94;349.24;35.91;33.2;33.35;32.11;32.01
349.09;349.39;36.01;33.2;33.35;32.21;32.11
349.24;349.54;35.91;33.2;33.35;32.11;32.01
349.39;349.69;35.91;33.2;33.35;32.11;32.01
349.54;349.84;35.91;33.2;33.35;32.11;32.01
349.69;349.99;35.91;33.11;33.26;32.11;32.01
349.84;350.14;36.01;33.2;33.35;32.21;32.11
349.99;350.29;36.01;33.2;33.35;32.11;32.01
350.14;350.44;35.91;33.11;33.26;32.21;32.11
350.29;350.59;36.01;33.2;33.35;32.21;32.11
350.44;350.74;36.01;33.2;33.35;32.21;32.11
350.59;350.89;35.91;33.11;33.26;32.11;32.01
350.74;351.04;36.01;33.2;33.35;32.21;32.11
350.89;351.19;35.91;33.2;33.35;32.11;32.01
351.04;351.34;35.91;33.11;33.26;32.11;32.01
351.19;351.49;35.91;33.2;33.35;32.21;32.11
351.34;351.64;35.91;33.11;33.26;32.11;32.01
351.49;351.79;35.91;33.2;33.35;32.21;32.11
351.64;351.94;36.01;33.11;33.26;32.11;32.01
351.79;352.09;35.91;33.11;33.26;32.21;32.11
351.94;352.24;35.91;33.2;33.35;32.21;32.11
352.09;352.39;35.91;33.11;33.26;32.11;32.01
352.24;352.54;35.91;33.11;33.26;32.11;32.01
352.39;352.69;35.91;33.11;33.26;32.11;32.01
352.54;352.84;35.91;33.11;33.26;32.21;32.11
352.69;352.99;35.91;33.2;33.35;32.11;32.01
352.84;353.14;35.81;33.11;33.26;32.21;32.11
352.99;353.29;35.91;33.2;33.35;32.21;32.11
353.14;353.44;35.91;33.11;33.26;32.21;32.11
353.29;353.59;35.91;33.11;33.26;32.21;32.11
353.44;353.74;35.91;33.11;33.26;32.11;32.01
353.59;353.89;35.91;33.11;33.26;32.11;32.01
353.74;354.04;35.91;33.11;33.26;32.21;32.11
353.89;354.19;35.91;33.11;33.26;32.21;32.11
354.04;354.34;35.91;33.11;33.26;32.21;32.11
354.19;354.49;35.81;33.11;33.26;32.11;32.01
354.34;354.64;35.91;33.11;33.26;32.11;32.01
354.49;354.79;35.91;33.11;33.26;32.11;32.01
354.64;354.94;35.91;33.11;33.26;32.21;32.11
354.79;355.09;35.81;33.11;33.26;32.21;32.11
354.94;355.24;35.91;33.11;33.26;32.11;32.01
355.09;355.39;35.91;33.11;33.26;32.21;32.11
355.24;355.54;35.81;33.11;33.26;32.11;32.01
355.39;355.69;35.81;33.11;33.26;32.21;32.11
355.54;355.84;35.91;33.11;33.26;32.11;32.01
355.69;355.99;35.91;33.11;33.26;32.11;32.01
355.84;356.14;35.91;33.11;33.26;32.21;32.11
355.99;356.29;35.91;33.11;33.26;32.21;32.11
356.14;356.44;35.91;33.11;33.26;32.11;32.01
356.29;356.59;35.91;33.11;33.26;32.21;32.11
356.44;356.74;35.81;33.11;33.26;32.21;32.11
356.59;356.89;35.91;33.11;33.26;32.21;32.11
356.74;357.04;35.81;33.11;33.26;32.21;32.11
356.89;357.19;35.91;33.11;33.26;32.21;32.11
357.04;357.34;35.91;33.11;33.26;32.11;32.01
357.18;357.48;35.91;33.11;33.26;32.21;32.11
357.34;357.64;35.91;33.11;33.26;32.21;32.11
357.49;357.79;35.81;33.11;33.26;32.21;32.11
357.64;357.94;35.81;33.11;33.26;32.21;32.11
357.78;358.08;35.81;33.11;33.26;32.21;32.11
357.94;358.24;35.81;33.2;33.35;32.21;32.11
358.09;358.39;35.81;33.11;33.26;32.21;32.11
358.24;358.54;35.81;33.11;33.26;32.11;32.01
358.39;358.69;35.81;33.11;33.26;32.21;32.11
358.53;358.83;35.91;33.11;33.26;32.21;32.11
358.68;358.98;35.81;33.11;33.26;32.21;32.11
358.84;359.14;35.81;33.11;33.26;32.21;32.11
358.99;359.29;35.91;33.11;33.26;32.21;32.11
359.14;359.44;35.81;33.11;33.26;32.21;32.11
359.28;359.58;35.81;33.11;33.26;32.21;32.11
359.43;359.73;35.81;33.11;33.26;32.3;32.2
359.58;359.88;35.81;33.2;33.35;32.21;32.11
359.74;360.04;35.81;33.11;33.26;32.21;32.11
359.88;360.18;35.81;33.2;33.35;32.21;32.11
360.03;360.33;35.81;33.11;33.26;32.21;32.11
360.18;360.48;35.81;33.11;33.26;32.21;32.11
360.34;360.64;35.91;33.11;33.26;32.21;32.11
360.48;360.78;35.81;33.11;33.26;32.21;32.11
360.63;360.93;35.81;33.2;33.35;32.3;32.2
360.78;361.08;35.81;33.2;33.35;32.21;32.11
360.93;361.23;35.81;33.11;33.26;32.21;32.11
361.08;361.38;35.81;33.11;33.26;32.21;32.11
361.23;361.53;35.81;33.2;33.35;32.3;32.2
361.38;361.68;35.81;33.2;33.35;32.21;32.11
361.53;361.83;35.91;33.2;33.35;32.21;32.11
361.68;361.98;35.91;33.2;33.35;32.21;32.11
361.83;362.13;35.81;33.11;33.26;32.21;32.11
361.98;362.28;35.81;33.2;33.35;32.3;32.2
362.13;362.43;35.91;33.2;33.35;32.21;32.11
362.28;362.58;35.91;33.2;33.35;32.21;32.11
362.43;362.73;35.91;33.2;33.35;32.21;32.11
362.58;362.88;35.91;33.2;33.35;32.21;32.11
362.73;363.03;35.91;33.2;33.35;32.21;32.11
362.88;363.18;35.91;33.2;33.35;32.3;32.2
363.03;363.33;35.91;33.11;33.26;32.3;32.2
363.18;363.48;35.91;33.2;33.35;32.21;32.11
363.33;363.63;35.81;33.2;33.35;32.3;32.2
363.48;363.78;35.91;33.2;33.35;32.21;32.11
363.63;363.93;35.91;33.2;33.35;32.21;32.11
363.78;364.08;35.81;33.2;33.35;32.21;32.11
363.93;364.23;35.81;33.2;33.35;32.3;32.2
364.08;364.38;35.91;33.2;33.35;32.3;32.2
364.23;364.53;35.91;33.2;33.35;32.3;32.2
364.38;364.68;35.91;33.11;33.26;32.3;32.2
364.53;364.83;35.81;33.2;33.35;32.3;32.2
364.68;364.98;35.81;33.2;33.35;32.3;32.2
364.83;365.13;35.91;33.2;33.35;32.3;32.2
364.98;365.28;35.91;33.2;33.35;32.3;32.2
365.13;365.43;35.81;33.2;33.35;32.3;32.2
365.28;365.58;35.91;33.2;33.35;32.3;32.2
365.43;365.73;35.81;33.2;33.35;32.21;32.11
365.58;365.88;35.91;33.2;33.35;32.3;32.2
365.73;366.03;35.91;33.2;33.35;32.3;32.2
365.88;366.18;35.91;33.2;33.35;32.3;32.2
366.03;366.33;35.91;33.2;33.35;32.3;32.2
366.18;366.48;35.91;33.2;33.35;32.3;32.2
366.33;366.63;35.81;33.2;33.35;32.3;32.2
366.48;366.78;35.91;33.2;33.35;32.3;32.2
366.63;366.93;35.91;33.2;33.35;32.3;32.2
366.78;367.08;35.91;33.2;33.35;32.3;32.2
366.93;367.23;35.91;33.2;33.35;32.4;32.3
367.08;367.38;35.91;33.2;33.35;32.3;32.2
367.23;367.53;35.91;33.2;33.35;32.3;32.2
367.38;367.68;35.91;33.2;33.35;32.3;32.2
367.53;367.83;35.91;33.2;33.35;32.3;32.2
367.68;367.98;35.91;33.2;33.35;32.3;32.2
367.83;368.13;35.91;33.2;33.35;32.3;32.2
367.98;368.28;35.91;33.2;33.35;32.3;32.2
368.13;368.43;35.91;33.2;33.35;32.3;32.2
368.28;368.58;35.91;33.2;33.35;32.3;32.2
368.43;368.73;35.91;33.2;33.35;32.3;32.2
368.58;368.88;35.91;33.2;33.35;32.3;32.2
368.73;369.03;35.91;33.2;33.35;32.3;32.2
368.88;369.18;35.91;33.2;33.35;32.4;32.3
369.03;369.33;35.91;33.2;33.35;32.4;32.3
369.18;369.48;35.91;33.2;33.35;32.3;32.2
369.33;369.63;35.91;33.2;33.35;32.3;32.2
369.48;369.78;35.91;33.2;33.35;32.3;32.2
369.63;369.93;35.91;33.2;33.35;32.4;32.3
369.78;370.08;35.91;33.3;33.45;32.3;32.2
369.93;370.23;35.91;33.3;33.45;32.3;32.2
370.08;370.38;35.91;33.2;33.35;32.3;32.2
370.23;370.53;35.91;33.2;33.35;32.3;32.2
370.38;370.68;35.91;33.2;33.35;32.3;32.2
370.53;370.83;36.01;33.2;33.35;32.4;32.3
370.68;370.98;35.91;33.2;33.35;32.3;32.2
370.83;371.13;36.01;33.2;33.35;32.3;32.2
370.98;371.28;36.01;33.2;33.35;32.4;32.3
371.13;371.43;36.01;33.3;33.45;32.3;32.2
371.28;371.58;35.91;33.2;33.35;32.3;32.2
371.43;371.73;36.01;33.3;33.45;32.3;32.2
371.58;371.88;36.01;33.2;33.35;32.4;32.3
371.73;372.03;36.01;33.3;33.45;32.3;32.2
371.88;372.18;35.91;33.2;33.35;32.3;32.2
372.03;372.33;36.01;33.2;33.35;32.3;32.2
372.18;372.48;36.01;33.3;33.45;32.4;32.3
372.33;372.63;36.01;33.3;33.45;32.4;32.3
372.48;372.78;36.01;33.3;33.45;32.3;32.2
372.63;372.93;36.01;33.2;33.35;32.3;32.2
372.78;373.08;36.01;33.3;33.45;32.4;32.3
372.93;373.23;36.01;33.2;33.35;32.4;32.3
373.08;373.38;36.01;33.3;33.45;32.4;32.3
373.23;373.53;36.01;33.2;33.35;32.4;32.3
373.38;373.68;36.01;33.3;33.45;32.3;32.2
373.53;373.83;36.01;33.3;33.45;32.3;32.2
373.68;373.98;36.01;33.3;33.45;32.3;32.2
373.83;374.13;36.01;33.3;33.45;32.3;32.2
373.98;374.28;36.01;33.3;33.45;32.3;32.2
374.13;374.43;36.01;33.2;33.35;32.3;32.2
374.28;374.58;36.01;33.2;33.35;32.3;32.2
374.43;374.73;36.01;33.3;33.45;32.4;32.3
374.58;374.88;36.01;33.3;33.45;32.4;32.3
374.73;375.03;36.01;33.3;33.45;32.3;32.2
374.88;375.18;36.01;33.3;33.45;32.4;32.3
375.03;375.33;36.01;33.3;33.45;32.4;32.3
375.18;375.48;36.01;33.3;33.45;32.3;32.2
375.33;375.63;36.01;33.3;33.45;32.3;32.2
375.48;375.78;36.01;33.2;33.35;32.4;32.3
375.63;375.93;36.01;33.3;33.45;32.4;32.3
375.78;376.08;36.01;33.3;33.45;32.3;32.2
375.93;376.23;36.01;33.2;33.35;32.3;32.2
376.08;376.38;36.01;33.3;33.45;32.3;32.2
376.23;376.53;36.01;33.3;33.45;32.4;32.3
376.38;376.68;36.01;33.3;33.45;32.4;32.3
376.53;376.83;36.01;33.3;33.45;32.4;32.3
376.68;376.98;36.01;33.3;33.45;32.3;32.2
376.83;377.13;36.01;33.3;33.45;32.4;32.3
376.98;377.28;36.01;33.3;33.45;32.3;32.2
377.13;377.43;36.01;33.3;33.45;32.3;32.2
377.28;377.58;36.01;33.3;33.45;32.3;32.2
377.43;377.73;36.01;33.3;33.45;32.3;32.2
377.58;377.88;36.01;33.3;33.45;32.3;32.2
377.73;378.03;36.01;33.3;33.45;32.4;32.3
377.88;378.18;36.11;33.4;33.55;32.3;32.2
378.03;378.33;36.11;33.3;33.45;32.3;32.2
378.18;378.48;36.01;33.3;33.45;32.3;32.2
378.33;378.63;36.01;33.3;33.45;32.4;32.3
378.48;378.78;36.11;33.3;33.45;32.4;32.3
378.63;378.93;36.11;33.3;33.45;32.3;32.2
378.78;379.08;36.11;33.3;33.45;32.4;32.3
378.93;379.23;36.01;33.3;33.45;32.4;32.3
379.08;379.38;36.11;33.3;33.45;32.4;32.3
379.23;379.53;36.01;33.3;33.45;32.3;32.2
379.38;379.68;36.11;33.3;33.45;32.4;32.3
379.53;379.83;36.11;33.3;33.45;32.4;32.3
379.68;379.98;36.11;33.3;33.45;32.4;32.3
379.83;380.13;36.01;33.3;33.45;32.4;32.3
379.98;380.28;36.11;33.3;33.45;32.4;32.3
380.13;380.43;36.11;33.3;33.45;32.4;32.3
380.28;380.58;36.11;33.3;33.45;32.4;32.3
380.43;380.73;36.01;33.3;33.45;32.4;32.3
380.58;380.88;36.11;33.3;33.45;32.4;32.3
380.73;381.03;36.11;33.3;33.45;32.4;32.3
380.88;381.18;36.11;33.3;33.45;32.49;32.39
381.03;381.33;36.01;33.3;33.45;32.4;32.3
381.18;381.48;36.11;33.4;33.55;32.4;32.3
381.33;381.63;36.11;33.3;33.45;32.4;32.3
381.48;381.78;36.01;33.3;33.45;32.4;32.3
381.63;381.93;36.11;33.3;33.45;32.4;32.3
381.78;382.08;36.11;33.4;33.55;32.4;32.3
381.93;382.23;36.11;33.4;33.55;32.4;32.3
382.08;382.38;36.11;33.3;33.45;32.4;32.3
382.23;382.53;36.01;33.3;33.45;32.4;32.3
382.38;382.68;36.11;33.4;33.55;32.4;32.3
382.53;382.83;36.11;33.3;33.45;32.4;32.3
382.68;382.98;36.11;33.4;33.55;32.49;32.39
382.83;383.13;36.11;33.3;33.45;32.4;32.3
382.98;383.28;36.11;33.3;33.45;32.4;32.3
383.13;383.43;36.11;33.3;33.45;32.49;32.39
383.28;383.58;36.11;33.4;33.55;32.4;32.3
383.43;383.73;36.11;33.3;33.45;32.4;32.3
383.58;383.88;36.11;33.4;33.55;32.4;32.3
383.73;384.03;36.11;33.3;33.45;32.4;32.3
383.88;384.18;36.11;33.3;33.45;32.49;32.39
384.03;384.33;36.21;33.4;33.55;32.49;32.39
384.18;384.48;36.21;33.4;33.55;32.4;32.3
384.33;384.63;36.11;33.4;33.55;32.4;32.3
384.48;384.78;36.21;33.4;33.55;32.4;32.3
384.63;384.93;36.21;33.4;33.55;32.4;32.3
384.78;385.08;36.21;33.3;33.45;32.4;32.3
384.93;385.23;36.21;33.4;33.55;32.49;32.39
385.08;385.38;36.21;33.4;33.55;32.4;32.3
385.23;385.53;36.21;33.4;33.55;32.4;32.3
385.38;385.68;36.21;33.4;33.55;32.49;32.39
385.53;385.83;36.21;33.4;33.55;32.4;32.3
385.68;385.98;36.21;33.4;33.55;32.4;32.3
385.83;386.13;36.21;33.4;33.55;32.4;32.3
385.98;386.28;36.21;33.4;33.55;32.4;32.3
386.13;386.43;36.11;33.4;33.55;32.4;32.3
386.28;386.58;36.11;33.4;33.55;32.49;32.39
386.43;386.73;36.21;33.4;33.55;32.4;32.3
386.58;386.88;36.21;33.4;33.55;32.49;32.39
386.73;387.03;36.21;33.4;33.55;32.49;32.39
386.88;387.18;36.21;33.4;33.55;32.4;32.3
387.03;387.33;36.11;33.49;33.64;32.4;32.3
387.18;387.48;36.21;33.4;33.55;32.4;32.3
387.33;387.63;36.21;33.4;33.55;32.49;32.39
387.48;387.78;36.11;33.4;33.55;32.49;32.39
387.63;387.93;36.21;33.49;33.64;32.4;32.3
387.78;388.08;36.21;33.4;33.55;32.4;32.3
387.93;388.23;36.21;33.4;33.55;32.49;32.39
388.08;388.38;36.21;33.4;33.55;32.49;32.39
388.23;388.53;36.21;33.4;33.55;32.4;32.3
388.37;388.67;36.11;33.4;33.55;32.4;32.3
388.53;388.83;36.21;33.4;33.55;32.49;32.39
388.68;388.98;36.21;33.4;33.55;32.49;32.39
388.83;389.13;36.21;33.49;33.64;32.49;32.39
388.97;389.27;36.21;33.49;33.64;32.49;32.39
389.13;389.43;36.21;33.4;33.55;32.4;32.3
389.28;389.58;36.21;33.4;33.55;32.49;32.39
389.43;389.73;36.21;33.4;33.55;32.4;32.3
389.58;389.88;36.11;33.49;33.64;32.49;32.39
389.72;390.02;36.21;33.49;33.64;32.4;32.3
389.87;390.17;36.21;33.49;33.64;32.49;32.39
390.03;390.33;36.21;33.4;33.55;32.49;32.39
390.18;390.48;36.21;33.49;33.64;32.4;32.3
390.33;390.63;36.21;33.49;33.64;32.49;32.39
390.47;390.77;36.21;33.4;33.55;32.49;32.39
390.62;390.92;36.21;33.49;33.64;32.49;32.39
390.77;391.07;36.21;33.49;33.64;32.49;32.39
390.93;391.23;36.11;33.49;33.64;32.49;32.39
391.07;391.37;36.21;33.49;33.64;32.49;32.39
391.22;391.52;36.21;33.4;33.55;32.49;32.39
391.37;391.67;36.21;33.49;33.64;32.49;32.39
391.53;391.83;36.21;33.49;33.64;32.49;32.39
391.67;391.97;36.21;33.49;33.64;32.4;32.3
391.82;392.12;36.21;33.49;33.64;32.49;32.39
391.97;392.27;36.21;33.49;33.64;32.49;32.39
392.12;392.42;36.21;33.49;33.64;32.49;32.39
392.27;392.57;36.21;33.49;33.64;32.49;32.39
392.42;392.72;36.21;33.49;33.64;32.49;32.39
392.58;392.88;36.21;33.49;33.64;32.49;32.39
392.72;393.02;36.21;33.49;33.64;32.49;32.39
